source,prediction_id,family,predicate,compatibility_monotone,compatibility_endpoint_change
open3dsg,open3dsg_ov:full_official_validation:4d3d82ae-8cf4-2e04-80de-20f96c814d9c_1:12:6:lower than,relative_vertical,lower than,True,8.411292773402579e-08
open3dsg,open3dsg_ov:full_official_validation:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64_3:1:34:lower than,relative_vertical,lower than,True,0.001056054437773124
sgfn,sgfn_official_full_l160:official_test:c7895f7a-339c-2d13-82ac-09ef1c9001ba:1:23:35:lower than,relative_vertical,lower than,True,1.2385648062718246e-12
open3dsg,open3dsg_ov:full_official_validation:f2c76fe9-2239-29d0-87ec-f2c7ced812c1_2:39:33:higher than,relative_vertical,higher than,True,0.0001302457964592607
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_4:1:79:higher than,relative_vertical,higher than,True,0.9790988474432568
vlsat,vlsat_closed_set:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135:3:73:31:lower than,relative_vertical,lower than,True,0.5553742783352342
sgfn,sgfn_official_full_l160:official_test:38770ca5-86d7-27b8-871c-57fdbfe87905:6:76:77:higher than,relative_vertical,higher than,True,1.4620547172383702e-05
open3dsg,open3dsg_ov:full_official_validation:d7dc987e-a34a-2794-85c8-f75389b27532_3:16:19:higher than,relative_vertical,higher than,True,0.9195419993302645
sgfn,sgfn_official_full_l160:official_test:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:4:33:31:higher than,relative_vertical,higher than,True,0.0012357945352171607
open3dsg,open3dsg_ov:full_official_validation:d7dc987e-a34a-2794-85c8-f75389b27532_2:36:1:higher than,relative_vertical,higher than,True,1.0870692601527843e-05
open3dsg,open3dsg_ov:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1_4:9:40:higher than,relative_vertical,higher than,True,0.0
open3dsg,open3dsg_ov:full_official_validation:7272e17c-a01b-20f6-8b2f-e659331ae41a_1:1:10:lower than,relative_vertical,lower than,True,2.1388219668683206e-06
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:5:54:418:lower than,relative_vertical,lower than,True,0.003021221580525091
vlsat,vlsat_closed_set:full_official_validation:5630cfe7-12bf-2860-8710-52729dc36cc6:1:22:17:lower than,relative_vertical,lower than,True,1.216515777002769e-11
open3dsg,open3dsg_ov:full_official_validation:10b17963-3938-2467-8a48-0d4af350ce92_1:25:10:higher than,relative_vertical,higher than,True,5.726786727944244e-06
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:5:15:19:lower than,relative_vertical,lower than,True,0.9954884990674043
sgfn,sgfn_official_full_l160:official_test:c7895f78-339c-2d13-82bb-cc990cbbc90f:1:20:24:lower than,relative_vertical,lower than,True,1.2543767731187927e-06
vlsat,vlsat_closed_set:full_official_validation:20c993b3-698f-29c5-859c-dca8ddecf220:1:4:10:lower than,relative_vertical,lower than,True,0.9999516324273942
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:1:12:3:lower than,relative_vertical,lower than,True,0.0007454790211303131
vlsat,vlsat_closed_set:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2:5:52:54:lower than,relative_vertical,lower than,True,1.3316913963778987e-05
sgfn,sgfn_official_full_l160:official_test:d7d40d50-7a5d-2b36-9446-7d636174329f:2:18:15:lower than,relative_vertical,lower than,True,0.00032817324650147306
sgfn,sgfn_official_full_l160:official_test:280d8ebb-6cc6-2788-9153-98959a2da801:7:74:67:higher than,relative_vertical,higher than,True,0.9953271034584084
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_4:1:82:lower than,relative_vertical,lower than,True,1.5854677688054153e-05
sgfn,sgfn_official_full_l160:official_test:4a9a43d2-7736-2874-874d-d0fad0570e19:7:54:53:higher than,relative_vertical,higher than,True,0.041663971726832116
open3dsg,open3dsg_ov:full_official_validation:f2c76fe5-2239-29d0-8593-1a2555125595_3:20:1:higher than,relative_vertical,higher than,True,8.445459133699096e-06
vlsat,vlsat_closed_set:full_official_validation:c7895f63-339c-2d13-81a3-0b07b1eb23b4:3:14:6:lower than,relative_vertical,lower than,True,0.991459699126638
sgfn,sgfn_official_full_l160:official_test:f2c76fe5-2239-29d0-8593-1a2555125595:2:37:36:lower than,relative_vertical,lower than,True,0.0001569324680471551
sgfn,sgfn_official_full_l160:official_test:cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde:1:31:22:higher than,relative_vertical,higher than,True,4.410383169783927e-11
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_1:1:27:higher than,relative_vertical,higher than,True,0.9867769203739879
sgfn,sgfn_official_full_l160:official_test:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64:1:38:12:lower than,relative_vertical,lower than,True,2.0837430794173883e-06
sgfn,sgfn_official_full_l160:official_test:742e8f17-be0a-294e-9dd3-52492d308e2b:3:15:34:lower than,relative_vertical,lower than,True,2.4908006892587764e-06
vlsat,vlsat_closed_set:full_official_validation:10b1794e-3938-2467-89a7-ebc89e84cf88:3:29:24:lower than,relative_vertical,lower than,True,0.6720287460994006
vlsat,vlsat_closed_set:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545:3:52:65:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:f2c76feb-2239-29d0-8418-72b6051fc144:1:22:27:lower than,relative_vertical,lower than,True,5.9409472674687436e-08
vlsat,vlsat_closed_set:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:1:480:21:higher than,relative_vertical,higher than,True,4.80882568185681e-05
vlsat,vlsat_closed_set:full_official_validation:cdcaf5bd-ddd8-2ed6-97c3-489e105e4dde:3:33:13:lower than,relative_vertical,lower than,True,8.112946104021912e-05
vlsat,vlsat_closed_set:full_official_validation:bf9a3ddf-45a5-2e80-8007-8e9e7f323e52:2:21:100:higher than,relative_vertical,higher than,True,3.8146809737238385e-05
sgfn,sgfn_official_full_l160:official_test:f2c76fe9-2239-29d0-87ec-f2c7ced812c1:1:36:38:higher than,relative_vertical,higher than,True,0.0018252868720343152
open3dsg,open3dsg_ov:full_official_validation:c2d9933d-1947-2fbf-81fa-c8a7f9625eea_2:24:3:lower than,relative_vertical,lower than,True,1.5076421833182252e-07
open3dsg,open3dsg_ov:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce_2:24:20:lower than,relative_vertical,lower than,True,0.9957353687308653
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:6:15:57:lower than,relative_vertical,lower than,True,5.211145959194141e-10
sgfn,sgfn_official_full_l160:official_test:f2c76feb-2239-29d0-8418-72b6051fc144:2:20:16:lower than,relative_vertical,lower than,True,0.0006427468447368634
vlsat,vlsat_closed_set:full_official_validation:d7d40d4e-7a5d-2b36-97e7-34324c52ac42:2:14:18:lower than,relative_vertical,lower than,True,4.212044242901669e-05
sgfn,sgfn_official_full_l160:official_test:b05fdd96-fca0-2d4f-88c3-d9dfda85c00e:2:7:5:lower than,relative_vertical,lower than,True,8.845248947331186e-05
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:2:32:14:lower than,relative_vertical,lower than,True,4.884981308350689e-15
vlsat,vlsat_closed_set:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7:2:54:52:lower than,relative_vertical,lower than,True,4.59110527373241e-12
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_3:1:8:lower than,relative_vertical,lower than,True,1.139780831427295e-05
sgfn,sgfn_official_full_l160:official_test:4fbad31e-465b-2a5d-84b7-c0ddea978db4:4:19:47:lower than,relative_vertical,lower than,True,8.737484966436782e-06
vlsat,vlsat_closed_set:full_official_validation:4a9a43d2-7736-2874-874d-d0fad0570e19:1:16:68:lower than,relative_vertical,lower than,True,5.066037589429584e-10
open3dsg,open3dsg_ov:full_official_validation:f2c76ff1-2239-29d0-87f5-8a0346584384_4:1:12:lower than,relative_vertical,lower than,True,3.6677466064283237e-07
open3dsg,open3dsg_ov:full_official_validation:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6_2:1:22:higher than,relative_vertical,higher than,True,0.001642246493868571
open3dsg,open3dsg_ov:full_official_validation:bf9a3de9-45a5-2e80-8022-277108d67404_1:4:7:higher than,relative_vertical,higher than,True,3.709717459887685e-07
open3dsg,open3dsg_ov:full_official_validation:6bde6083-9162-246f-8c9c-e170212059b2_2:1:16:higher than,relative_vertical,higher than,True,0.02171907000801543
vlsat,vlsat_closed_set:full_official_validation:4fbad31e-465b-2a5d-84b7-c0ddea978db4:1:36:10:higher than,relative_vertical,higher than,True,0.9564791998338558
open3dsg,open3dsg_ov:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf_4:19:6:lower than,relative_vertical,lower than,True,6.594946810878355e-12
vlsat,vlsat_closed_set:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545:2:38:16:higher than,relative_vertical,higher than,True,2.6517193763009317e-07
sgfn,sgfn_official_full_l160:official_test:095821f9-e2c2-2de1-9707-8f735cd1c148:1:3:2:higher than,relative_vertical,higher than,True,0.00035594156044627123
open3dsg,open3dsg_ov:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015_1:8:10:higher than,relative_vertical,higher than,True,0.9947249746087901
sgfn,sgfn_official_full_l160:official_test:c7895f78-339c-2d13-82bb-cc990cbbc90f:2:17:2:higher than,relative_vertical,higher than,True,1.637858805247916e-05
sgfn,sgfn_official_full_l160:official_test:c7895f63-339c-2d13-81a3-0b07b1eb23b4:3:23:14:lower than,relative_vertical,lower than,True,6.945810593350643e-11
sgfn,sgfn_official_full_l160:official_test:5630cfde-12bf-2860-8563-d68bdd98fab0:2:9:30:lower than,relative_vertical,lower than,True,0.12660365322582467
vlsat,vlsat_closed_set:full_official_validation:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64:5:23:22:lower than,relative_vertical,lower than,True,0.0088254919679146
open3dsg,open3dsg_ov:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf_1:10:13:higher than,relative_vertical,higher than,True,0.0005192939591038837
sgfn,sgfn_official_full_l160:official_test:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:2:20:11:lower than,relative_vertical,lower than,True,0.00029318645617670835
sgfn,sgfn_official_full_l160:official_test:9766cbf5-6321-2e2f-8131-78c4e204635d:5:42:40:higher than,relative_vertical,higher than,True,6.288677043109203e-05
sgfn,sgfn_official_full_l160:official_test:c7895f7a-339c-2d13-82ac-09ef1c9001ba:2:21:18:higher than,relative_vertical,higher than,True,4.837094120802021e-06
open3dsg,open3dsg_ov:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1_2:48:18:lower than,relative_vertical,lower than,True,1.2518609308065365e-06
sgfn,sgfn_official_full_l160:official_test:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:1:25:40:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:ba6fdaac-a4c1-2dca-8380-f16765679fd7:2:33:30:higher than,relative_vertical,higher than,True,4.7356394292319415e-05
open3dsg,open3dsg_ov:full_official_validation:0cac7540-8d6f-2d13-8eee-36ba2a428e3f_2:27:20:higher than,relative_vertical,higher than,True,1.284398237377804e-05
vlsat,vlsat_closed_set:full_official_validation:75c25975-9ca2-2844-9769-84677f46d4cf:1:13:16:lower than,relative_vertical,lower than,True,1.4185971897173744e-07
sgfn,sgfn_official_full_l160:official_test:7272e16c-a01b-20f6-8961-a0927b4a7629:2:19:33:lower than,relative_vertical,lower than,True,4.3988369013980844e-07
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:6:68:31:higher than,relative_vertical,higher than,True,0.0
open3dsg,open3dsg_ov:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_1:2:10:higher than,relative_vertical,higher than,True,3.081044153141477e-08
open3dsg,open3dsg_ov:full_official_validation:4731976c-f9f7-2a1a-95cc-31c4d1751d0b_4:43:46:higher than,relative_vertical,higher than,True,0.0030626794495144383
open3dsg,open3dsg_ov:full_official_validation:8eabc455-5af7-2f32-8606-a0bdbe6c537d_3:37:42:higher than,relative_vertical,higher than,True,5.280594628231938e-09
sgfn,sgfn_official_full_l160:official_test:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:4:17:56:lower than,relative_vertical,lower than,True,8.596465017607358e-07
sgfn,sgfn_official_full_l160:official_test:ba6fdaac-a4c1-2dca-8380-f16765679fd7:5:17:4:higher than,relative_vertical,higher than,True,0.0011045095425971097
sgfn,sgfn_official_full_l160:official_test:5630cfde-12bf-2860-8563-d68bdd98fab0:2:17:14:higher than,relative_vertical,higher than,True,0.00635094849678397
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:2:48:53:lower than,relative_vertical,lower than,True,2.26929586233382e-13
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:7:38:87:lower than,relative_vertical,lower than,True,0.008237207838808214
open3dsg,open3dsg_ov:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985_5:38:28:higher than,relative_vertical,higher than,True,3.092413411207649e-07
vlsat,vlsat_closed_set:full_official_validation:0cac7676-8d6f-2d13-8f3a-d7bf7f03e721:2:24:31:lower than,relative_vertical,lower than,True,1.3151701949709604e-12
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:2:56:12:lower than,relative_vertical,lower than,True,5.151280534354541e-07
open3dsg,open3dsg_ov:full_official_validation:321c8680-a5a8-2a84-85c2-816a26d59516_3:23:16:lower than,relative_vertical,lower than,True,0.011380642734940771
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_7:67:23:higher than,relative_vertical,higher than,True,2.4890160257973193e-05
sgfn,sgfn_official_full_l160:official_test:1d2f850c-d757-207c-8fba-60b90a7d4691:2:107:45:lower than,relative_vertical,lower than,True,3.64504088177231e-05
open3dsg,open3dsg_ov:full_official_validation:10b1792e-3938-2467-8bb3-172148ae5a67_3:14:3:higher than,relative_vertical,higher than,True,0.9999223678570806
vlsat,vlsat_closed_set:full_official_validation:75c25989-9ca2-2844-97b4-31b81f7554b8:1:8:5:lower than,relative_vertical,lower than,True,0.0001504034903794249
open3dsg,open3dsg_ov:full_official_validation:f2c76fe9-2239-29d0-87ec-f2c7ced812c1_2:4:30:higher than,relative_vertical,higher than,True,4.428750670637527e-07
vlsat,vlsat_closed_set:full_official_validation:c7895f29-339c-2d13-83e9-90dbe61fa8be:2:23:19:higher than,relative_vertical,higher than,True,7.841503479544265e-06
open3dsg,open3dsg_ov:full_official_validation:5341b7e3-8a66-2cdd-8709-66a2159f0017_2:10:7:lower than,relative_vertical,lower than,True,1.9730577194287946e-07
sgfn,sgfn_official_full_l160:official_test:d7d40d50-7a5d-2b36-9446-7d636174329f:1:13:12:higher than,relative_vertical,higher than,True,8.695902888877782e-06
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_10:49:1:lower than,relative_vertical,lower than,True,0.9999976971608252
vlsat,vlsat_closed_set:full_official_validation:c2d99349-1947-2fbf-837e-a0bd5e027c52:2:12:13:lower than,relative_vertical,lower than,True,0.0051021043871031235
open3dsg,open3dsg_ov:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801_8:101:63:higher than,relative_vertical,higher than,True,0.9707526765238094
open3dsg,open3dsg_ov:full_official_validation:c7895f29-339c-2d13-83e9-90dbe61fa8be_4:1:28:higher than,relative_vertical,higher than,True,0.5077615877824591
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddf-45a5-2e80-8007-8e9e7f323e52_1:6:2:higher than,relative_vertical,higher than,True,3.433485360393451e-05
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:3:9:20:lower than,relative_vertical,lower than,True,1.3898915129928469e-08
open3dsg,open3dsg_ov:full_official_validation:0cac75de-8d6f-2d13-8e1a-b574569c3885_4:50:21:higher than,relative_vertical,higher than,True,0.012727438772626165
sgfn,sgfn_official_full_l160:official_test:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:2:6:4:higher than,relative_vertical,higher than,True,0.00033588793592453925
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:2:39:62:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:5:5:22:lower than,relative_vertical,lower than,True,0.0
vlsat,vlsat_closed_set:full_official_validation:095821f9-e2c2-2de1-9707-8f735cd1c148:1:6:10:lower than,relative_vertical,lower than,True,3.033176194711107e-05
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08_2:16:1:lower than,relative_vertical,lower than,True,0.7481605406334968
open3dsg,open3dsg_ov:full_official_validation:c7895f27-339c-2d13-836b-c12dca280261_3:53:1:higher than,relative_vertical,higher than,True,4.907185768843192e-14
vlsat,vlsat_closed_set:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691:4:56:75:lower than,relative_vertical,lower than,True,2.653433028854124e-14
vlsat,vlsat_closed_set:full_official_validation:10b17944-3938-2467-8bac-5552375e4467:3:28:2:lower than,relative_vertical,lower than,True,6.433450341125635e-06
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:6:5:2:lower than,relative_vertical,lower than,True,0.00011170602751986447
open3dsg,open3dsg_ov:full_official_validation:4138582f-a238-2435-8332-6902542c2823_2:1:4:lower than,relative_vertical,lower than,True,4.516479821581321e-05
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:5:106:105:higher than,relative_vertical,higher than,True,3.736899678585814e-12
sgfn,sgfn_official_full_l160:official_test:7272e16c-a01b-20f6-8961-a0927b4a7629:2:23:33:lower than,relative_vertical,lower than,True,1.4370659440210432e-07
open3dsg,open3dsg_ov:full_official_validation:a0905fdb-66f7-2272-9fc5-7c0008d5e87b_3:85:13:higher than,relative_vertical,higher than,True,5.1312610770430616e-05
open3dsg,open3dsg_ov:full_official_validation:bf9a3de9-45a5-2e80-8022-277108d67404_3:10:16:lower than,relative_vertical,lower than,True,1.765254609153999e-14
open3dsg,open3dsg_ov:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6_2:1:24:higher than,relative_vertical,higher than,True,0.9994823496351957
vlsat,vlsat_closed_set:full_official_validation:c7895f2b-339c-2d13-8248-b0507e050314:1:29:31:higher than,relative_vertical,higher than,True,0.000256282754882764
open3dsg,open3dsg_ov:full_official_validation:20c993b3-698f-29c5-859c-dca8ddecf220_2:1:6:higher than,relative_vertical,higher than,True,0.6421264736592718
sgfn,sgfn_official_full_l160:official_test:bf9a3da2-45a5-2e80-8219-1f0a216399fe:3:3:19:lower than,relative_vertical,lower than,True,3.6418903232027233e-06
sgfn,sgfn_official_full_l160:official_test:ddc7379b-765b-241a-9f45-c37e41608726:4:26:47:higher than,relative_vertical,higher than,True,0.9994534200050246
sgfn,sgfn_official_full_l160:official_test:0cac761b-8d6f-2d13-8f16-23a7d73c54fe:1:9:15:higher than,relative_vertical,higher than,True,2.1563417718084565e-11
vlsat,vlsat_closed_set:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015:3:29:17:lower than,relative_vertical,lower than,True,0.8406743076829997
sgfn,sgfn_official_full_l160:official_test:ea318260-0a4c-2749-9389-4c16c782c4b1:1:82:20:lower than,relative_vertical,lower than,True,2.2460135984836427e-05
vlsat,vlsat_closed_set:full_official_validation:c2d99349-1947-2fbf-837e-a0bd5e027c52:3:2:3:lower than,relative_vertical,lower than,True,0.9667736215637233
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:4:107:43:lower than,relative_vertical,lower than,True,0.00017092533820317612
sgfn,sgfn_official_full_l160:official_test:c7895f27-339c-2d13-836b-c12dca280261:1:23:21:lower than,relative_vertical,lower than,True,1.703936558516972e-07
open3dsg,open3dsg_ov:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08_1:25:6:lower than,relative_vertical,lower than,True,1.7220625569969172e-07
sgfn,sgfn_official_full_l160:official_test:2451c048-fae8-24f6-9043-f1604dbada2c:3:23:41:lower than,relative_vertical,lower than,True,6.783637011364974e-05
sgfn,sgfn_official_full_l160:official_test:f2c76feb-2239-29d0-8418-72b6051fc144:4:5:3:higher than,relative_vertical,higher than,True,0.35188177131252085
open3dsg,open3dsg_ov:full_official_validation:5341b7b3-8a66-2cdd-856d-9d70e194568b_3:90:1:lower than,relative_vertical,lower than,True,0.3746653418351038
open3dsg,open3dsg_ov:full_official_validation:8eabc455-5af7-2f32-8606-a0bdbe6c537d_1:1:11:lower than,relative_vertical,lower than,True,3.581932084273376e-09
sgfn,sgfn_official_full_l160:official_test:ba6fdaaa-a4c1-2dca-8163-a52b18bf6b64:5:15:21:higher than,relative_vertical,higher than,True,2.1259473892421e-07
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:3:107:57:lower than,relative_vertical,lower than,True,0.9998819292200043
sgfn,sgfn_official_full_l160:official_test:c7895f27-339c-2d13-836b-c12dca280261:4:42:17:higher than,relative_vertical,higher than,True,8.250811145416037e-11
sgfn,sgfn_official_full_l160:official_test:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:3:17:24:higher than,relative_vertical,higher than,True,2.1179547005090171e-10
sgfn,sgfn_official_full_l160:official_test:c92fb5b7-f771-2064-87a9-31c819832405:3:42:31:higher than,relative_vertical,higher than,True,6.739327955695984e-07
vlsat,vlsat_closed_set:full_official_validation:ea318260-0a4c-2749-9389-4c16c782c4b1:2:54:18:higher than,relative_vertical,higher than,True,1.8381399735645232e-09
sgfn,sgfn_official_full_l160:official_test:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:4:12:36:lower than,relative_vertical,lower than,True,1.6691203974517066e-11
vlsat,vlsat_closed_set:full_official_validation:5630cfd1-12bf-2860-86b2-e7a96bc32c19:1:11:23:lower than,relative_vertical,lower than,True,1.1440716995991806e-07
open3dsg,open3dsg_ov:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135_1:35:7:lower than,relative_vertical,lower than,True,0.0007741144487368734
sgfn,sgfn_official_full_l160:official_test:f2c76fe5-2239-29d0-8593-1a2555125595:3:35:27:lower than,relative_vertical,lower than,True,5.353495424742505e-12
open3dsg,open3dsg_ov:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5_2:7:1:higher than,relative_vertical,higher than,True,2.7388401846017985e-05
sgfn,sgfn_official_full_l160:official_test:4fbad331-465b-2a5d-8488-852fcda9513c:2:37:15:higher than,relative_vertical,higher than,True,1.025116213027033e-07
vlsat,vlsat_closed_set:full_official_validation:0cac7619-8d6f-2d13-8f36-ac562ec9a4de:2:14:13:lower than,relative_vertical,lower than,True,0.9805361565018357
open3dsg,open3dsg_ov:full_official_validation:10b17963-3938-2467-8a48-0d4af350ce92_1:1:8:higher than,relative_vertical,higher than,True,0.9447341012337785
open3dsg,open3dsg_ov:full_official_validation:787ed58c-9d98-2c97-83b9-b48a609ace15_2:2:12:lower than,relative_vertical,lower than,True,2.682076782889453e-12
sgfn,sgfn_official_full_l160:official_test:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:3:6:37:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:5341b7e3-8a66-2cdd-8709-66a2159f0017:2:2:21:lower than,relative_vertical,lower than,True,1.0113798687427789e-10
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:2:19:33:lower than,relative_vertical,lower than,True,3.3920644071372408e-12
open3dsg,open3dsg_ov:full_official_validation:43b8cae1-6678-2e38-9865-c19c07c25015_3:1:17:lower than,relative_vertical,lower than,True,0.0002759785567698625
sgfn,sgfn_official_full_l160:official_test:10b1794e-3938-2467-89a7-ebc89e84cf88:1:16:10:higher than,relative_vertical,higher than,True,0.0006703885505925378
open3dsg,open3dsg_ov:full_official_validation:6bde60cb-9162-246f-8cf5-d04f7426e56f_1:2:1:higher than,relative_vertical,higher than,True,2.124451631879687e-05
sgfn,sgfn_official_full_l160:official_test:8eabc445-5af7-2f32-85ae-90deb8eb1b0b:3:16:10:higher than,relative_vertical,higher than,True,0.10660844305419581
open3dsg,open3dsg_ov:full_official_validation:f2c76ff1-2239-29d0-87f5-8a0346584384_2:31:1:higher than,relative_vertical,higher than,True,5.807634761667568e-05
open3dsg,open3dsg_ov:full_official_validation:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc_5:9:11:higher than,relative_vertical,higher than,True,9.951339726332886e-05
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_10:56:49:higher than,relative_vertical,higher than,True,0.9254435357399206
sgfn,sgfn_official_full_l160:official_test:75c25975-9ca2-2844-9769-84677f46d4cf:2:27:34:lower than,relative_vertical,lower than,True,8.752633780861885e-06
open3dsg,open3dsg_ov:full_official_validation:43b8cadf-6678-2e38-9920-064144c99406_1:6:1:higher than,relative_vertical,higher than,True,3.068732072897262e-07
vlsat,vlsat_closed_set:full_official_validation:4fbad31e-465b-2a5d-84b7-c0ddea978db4:5:16:51:higher than,relative_vertical,higher than,True,0.00014402832949289568
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_3:68:20:higher than,relative_vertical,higher than,True,0.0
vlsat,vlsat_closed_set:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e:4:44:45:lower than,relative_vertical,lower than,True,1.0616527276186005e-06
open3dsg,open3dsg_ov:full_official_validation:10b17944-3938-2467-8bac-5552375e4467_2:16:6:higher than,relative_vertical,higher than,True,0.994602666268433
sgfn,sgfn_official_full_l160:official_test:5630cfde-12bf-2860-8563-d68bdd98fab0:2:8:9:higher than,relative_vertical,higher than,True,0.0031123273795152784
open3dsg,open3dsg_ov:full_official_validation:10b17963-3938-2467-8a48-0d4af350ce92_2:5:11:lower than,relative_vertical,lower than,True,1.6969998900551175e-06
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:6:36:28:lower than,relative_vertical,lower than,True,1.2731296701318229e-06
sgfn,sgfn_official_full_l160:official_test:f2c76feb-2239-29d0-8418-72b6051fc144:1:34:22:lower than,relative_vertical,lower than,True,0.0005312722392442071
open3dsg,open3dsg_ov:full_official_validation:d7dc987e-a34a-2794-85c8-f75389b27532_1:7:6:higher than,relative_vertical,higher than,True,0.0454924752402337
sgfn,sgfn_official_full_l160:official_test:9af05c68-5794-2e19-8c5a-979f448da545:3:41:63:higher than,relative_vertical,higher than,True,0.02017930033059412
open3dsg,open3dsg_ov:full_official_validation:4d3d82b0-8cf4-2e04-80a8-c955ea964c2f_1:6:10:higher than,relative_vertical,higher than,True,0.9621006486598394
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_3:1:15:lower than,relative_vertical,lower than,True,1.7628971615835098e-09
open3dsg,open3dsg_ov:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017_2:31:30:lower than,relative_vertical,lower than,True,4.038556857821618e-06
open3dsg,open3dsg_ov:full_official_validation:ddc7379b-765b-241a-9f45-c37e41608726_1:35:64:higher than,relative_vertical,higher than,True,4.730670698949169e-06
