source,prediction_id,family,predicate,point_monotone,mesh_monotone,compatibility_monotone,point_endpoint_change,mesh_endpoint_change,compatibility_endpoint_change
open3dsg,open3dsg_ov:full_official_validation:10b1794e-3938-2467-89a7-ebc89e84cf88_1:10:16:close by,proximity,close by,True,True,True,1.970451256830143,1.9003848802767458,-0.9772354951820647
open3dsg,open3dsg_ov:full_official_validation:a0905fdd-66f7-2272-9cdb-89360888ea67_1:64:30:close by,proximity,close by,True,True,True,1.3594365799763835,1.2182625737674302,-0.6117659852899818
sgfn,sgfn_official_full_l160:official_test:4fbad32f-465b-2a5d-8408-146ab1d72808:4:50:38:close by,proximity,close by,True,True,True,1.9667384165998163,1.979647147427623,-0.589562275986264
vlsat,vlsat_closed_set:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf:2:15:35:close by,proximity,close by,True,True,True,0.35226943411080636,0.183125815231521,-0.433268789056809
open3dsg,open3dsg_ov:full_official_validation:f2c76fe5-2239-29d0-8593-1a2555125595_1:38:3:close by,proximity,close by,True,True,True,1.940838509459366,1.8972225981013366,-0.5134704874955704
open3dsg,open3dsg_ov:full_official_validation:4fbad32f-465b-2a5d-8408-146ab1d72808_2:22:14:close by,proximity,close by,True,True,True,0.7103623940301415,0.6243217406073271,-0.0955701457881909
vlsat,vlsat_closed_set:full_official_validation:20c993b7-698f-29c5-847d-c8cb8a685f5a:1:11:10:close by,proximity,close by,True,True,True,1.6604510389009466,1.5713706888915477,-0.8364515190054722
vlsat,vlsat_closed_set:full_official_validation:321c867e-a5a8-2a84-851a-818df115be05:2:4:10:close by,proximity,close by,True,True,True,1.9225074059926475,1.9034050006300558,-0.7032994045863279
vlsat,vlsat_closed_set:full_official_validation:c2d9933d-1947-2fbf-81fa-c8a7f9625eea:2:24:16:close by,proximity,close by,True,True,True,1.9671392218009043,1.9831131236565458,-0.09844350297164303
open3dsg,open3dsg_ov:full_official_validation:41385849-a238-2435-81d0-ceb0eba4541a_2:2:1:close by,proximity,close by,True,True,True,1.8055023559230214,1.7659599668311747,-0.5722514182405259
sgfn,sgfn_official_full_l160:official_test:1d2f850c-d757-207c-8fba-60b90a7d4691:4:41:5:close by,proximity,close by,True,True,True,1.9403200096391557,1.9838726735207066,-0.47579358704423325
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:4:30:26:close by,proximity,close by,True,True,True,1.4714317570170183,1.4107319577339283,-0.14134735562746514
vlsat,vlsat_closed_set:full_official_validation:20c993b3-698f-29c5-859c-dca8ddecf220:2:1:6:close by,proximity,close by,True,True,True,1.7536884999061708,1.7619839375787272,-0.6429099000811552
vlsat,vlsat_closed_set:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7:8:25:19:close by,proximity,close by,True,True,True,1.1909059217158688,0.9573652670336814,-0.7771627294672747
sgfn,sgfn_official_full_l160:official_test:10b1792e-3938-2467-8bb3-172148ae5a67:3:3:14:close by,proximity,close by,True,True,True,1.0838564204568166,0.9812346117771393,-0.4758303422805889
sgfn,sgfn_official_full_l160:official_test:6bde6081-9162-246f-8c4e-ffaf709d17b1:2:2:16:close by,proximity,close by,True,True,True,1.5191145723760975,1.3824514347270351,-0.9845271616403172
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_3:1:79:close by,proximity,close by,True,True,True,1.488207822841804,1.6844355094604713,-0.9719415366620987
open3dsg,open3dsg_ov:full_official_validation:6bde607d-9162-246f-8f84-98cf7ac2374c_1:17:14:close by,proximity,close by,True,True,True,1.99069304321532,1.9819415071936897,-0.002773240028747066
open3dsg,open3dsg_ov:full_official_validation:4a9a43d2-7736-2874-874d-d0fad0570e19_1:16:51:close by,proximity,close by,True,True,True,1.801790132346191,1.725536744767153,-0.21233484651371792
vlsat,vlsat_closed_set:full_official_validation:20c993b3-698f-29c5-859c-dca8ddecf220:1:4:3:close by,proximity,close by,True,True,True,1.7474421499359045,1.8360079095378157,-0.5603299503188364
vlsat,vlsat_closed_set:full_official_validation:42384908-60a7-271e-9c46-01e562c8974c:2:7:5:close by,proximity,close by,True,True,True,1.838810250859422,1.7615464152726985,-0.817328790439942
vlsat,vlsat_closed_set:full_official_validation:0cac75e8-8d6f-2d13-8fc4-acdbf00437c8:2:17:10:close by,proximity,close by,True,True,True,0.8799034482097827,0.9459703825360697,-0.5801733594806466
vlsat,vlsat_closed_set:full_official_validation:8eabc455-5af7-2f32-8606-a0bdbe6c537d:3:37:42:close by,proximity,close by,True,True,True,1.7255161835004804,1.6831845314137852,-0.15256886967787722
sgfn,sgfn_official_full_l160:official_test:742e8f19-be0a-294e-9eb6-50dc474b110e:1:26:20:close by,proximity,close by,True,True,True,1.905345451599319,1.8439673480842265,-0.5356914236088128
open3dsg,open3dsg_ov:full_official_validation:38770ca5-86d7-27b8-871c-57fdbfe87905_8:1:7:close by,proximity,close by,True,True,True,1.670647198880216,1.6521882353046502,-0.9611000175656503
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_7:1:38:close by,proximity,close by,True,True,True,1.1477510666172757,1.133354788750886,-0.981704802832349
vlsat,vlsat_closed_set:full_official_validation:1d233fe8-e280-2b1a-8fac-c3646a1cd64a:1:16:17:close by,proximity,close by,True,True,True,1.9634316921952117,1.9758465423765048,-0.8906381590366891
sgfn,sgfn_official_full_l160:official_test:d7d40d4e-7a5d-2b36-97e7-34324c52ac42:2:15:18:close by,proximity,close by,True,True,True,1.810310998068224,1.8954873288033531,-0.3836084530145043
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_1:3:4:close by,proximity,close by,True,True,True,1.933826968721751,1.888855150423161,-0.9964833865087837
open3dsg,open3dsg_ov:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8_3:5:10:close by,proximity,close by,True,True,True,0.4027767818066528,0.7202202495213892,-0.7490325567868843
open3dsg,open3dsg_ov:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce_3:1:19:close by,proximity,close by,False,False,True,0.339800457513009,0.36639140957105365,-0.9672003645246149
vlsat,vlsat_closed_set:full_official_validation:787ed58c-9d98-2c97-83b9-b48a609ace15:1:9:11:close by,proximity,close by,True,True,True,1.3227406519430682,1.391189687434209,-0.07141620052378883
open3dsg,open3dsg_ov:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f_4:49:48:close by,proximity,close by,True,True,True,1.8986653806969245,1.9422641726940222,-0.5270494717564387
sgfn,sgfn_official_full_l160:official_test:5341b7b3-8a66-2cdd-856d-9d70e194568b:1:7:3:close by,proximity,close by,True,True,True,1.877762465551699,1.8515793161750398,-0.7898921753882174
sgfn,sgfn_official_full_l160:official_test:38770ca5-86d7-27b8-871c-57fdbfe87905:2:30:80:close by,proximity,close by,True,True,True,1.879811131644293,1.903897923059377,-0.38680894388852893
vlsat,vlsat_closed_set:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135:7:47:44:close by,proximity,close by,True,True,True,1.8588478674565592,1.6212102298895394,-0.9574235807281298
sgfn,sgfn_official_full_l160:official_test:8eabc45f-5af7-2f32-8528-640861d2a135:1:3:23:close by,proximity,close by,True,True,True,1.8308803332622756,1.887632400585505,-0.9623821632645404
open3dsg,open3dsg_ov:full_official_validation:9766cbf5-6321-2e2f-8131-78c4e204635d_3:25:2:close by,proximity,close by,True,True,True,1.8947180370066707,1.8634650299713464,-0.9686093788809567
vlsat,vlsat_closed_set:full_official_validation:4fbad331-465b-2a5d-8488-852fcda9513c:3:39:50:close by,proximity,close by,True,True,True,1.9456697076192953,1.929329097738547,-0.45210473436627635
vlsat,vlsat_closed_set:full_official_validation:10b1793e-3938-2467-8b92-f56541e7ef9e:1:16:1:close by,proximity,close by,False,False,True,1.106557928204017,0.49708639606261773,-0.6167902341712308
open3dsg,open3dsg_ov:full_official_validation:0cac7584-8d6f-2d13-8df8-c05e4307b418_1:57:2:close by,proximity,close by,True,True,True,1.29738181554972,1.3107918142580466,-0.2697079590431666
vlsat,vlsat_closed_set:full_official_validation:0cac7676-8d6f-2d13-8f3a-d7bf7f03e721:1:15:28:close by,proximity,close by,True,True,True,1.7465689303804512,1.7707278609239672,-0.5523865123626039
open3dsg,open3dsg_ov:full_official_validation:bf9a3d9e-45a5-2e80-83c6-4e427c5586a2_2:9:8:close by,proximity,close by,True,True,True,1.7466976375544865,1.7897513013389332,-0.08758645993489711
vlsat,vlsat_closed_set:full_official_validation:9766cbf7-6321-2e2f-81e1-2b46533c64dd:3:5:33:close by,proximity,close by,True,True,True,1.9495675026627652,1.9507665136951313,-0.6506297381389448
vlsat,vlsat_closed_set:full_official_validation:bf9a3ddd-45a5-2e80-80bc-647365c7ca08:1:22:6:close by,proximity,close by,True,False,True,1.0434878471985045,0.30536002854400557,-0.8243396660982256
open3dsg,open3dsg_ov:full_official_validation:e61b0e04-bada-2f31-82d6-72831a602ba7_6:28:39:close by,proximity,close by,True,True,True,1.9946209800031882,1.9684427042612285,-0.002163675688951618
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_5:53:54:close by,proximity,close by,True,True,True,1.768680866010313,1.9186651670781323,-0.307542669884183
vlsat,vlsat_closed_set:full_official_validation:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:3:1:7:close by,proximity,close by,True,False,True,0.9175492039820836,0.43936027618923906,-0.6686489037948045
vlsat,vlsat_closed_set:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe:2:33:24:close by,proximity,close by,True,True,True,1.3513182823555807,1.3814105487820192,-0.10805076182581241
sgfn,sgfn_official_full_l160:official_test:4a9a43d4-7736-2874-87a6-0c3089281af8:7:4:26:close by,proximity,close by,True,True,True,1.9018566608034837,1.9352146115375548,-0.8090617723884257
vlsat,vlsat_closed_set:full_official_validation:5341b7a5-8a66-2cdd-8751-70b98263cb8d:1:25:13:close by,proximity,close by,True,True,True,1.99711290403464,1.9872666071608331,-0.4873661296625211
vlsat,vlsat_closed_set:full_official_validation:0cac7534-8d6f-2d13-8de7-8a915ed90050:2:41:36:close by,proximity,close by,True,True,True,1.73948729530301,1.6396808672270689,-0.44518038141549876
sgfn,sgfn_official_full_l160:official_test:10b1792a-3938-2467-8b4e-a93da27a0985:1:12:6:close by,proximity,close by,True,True,True,1.9539591463441286,1.9553398238605015,-0.9266330804147914
open3dsg,open3dsg_ov:full_official_validation:6bde6081-9162-246f-8c4e-ffaf709d17b1_1:1:8:close by,proximity,close by,True,True,True,1.8822920324961019,1.7776336371155188,-0.9997984748489083
sgfn,sgfn_official_full_l160:official_test:1d234022-e280-2b1a-8cec-e9787bb0d7b2:1:14:22:close by,proximity,close by,True,True,True,1.9762311458739699,1.9434210183775744,-0.5504727960991446
open3dsg,open3dsg_ov:full_official_validation:ab835fae-54c6-29a1-995e-b06cfc555786_4:19:17:close by,proximity,close by,True,True,True,1.664997183004742,1.4255679399674248,-0.23254242894812283
vlsat,vlsat_closed_set:full_official_validation:c2d9933f-1947-2fbf-807f-c44bc1aed269:2:4:6:close by,proximity,close by,True,True,True,1.6317093830615217,1.6500634799827414,-0.9458708149990541
vlsat,vlsat_closed_set:full_official_validation:b05fdd8a-fca0-2d4f-8ac5-f6ae697787f5:2:201:31:close by,proximity,close by,True,True,True,1.0858883809063629,1.1697400486131087,-0.5348736042979536
sgfn,sgfn_official_full_l160:official_test:787ed58c-9d98-2c97-83b9-b48a609ace15:3:7:16:close by,proximity,close by,True,True,True,1.8877426481539548,1.9236609192597451,-0.20766670776573226
open3dsg,open3dsg_ov:full_official_validation:0cac7582-8d6f-2d13-8d4b-e4041cb166c4_2:13:10:close by,proximity,close by,True,True,True,1.9714658656737267,1.991496805599347,-0.00870222029562172
vlsat,vlsat_closed_set:full_official_validation:4138585b-a238-2435-810b-9728fc989b2f:1:7:6:close by,proximity,close by,True,True,True,0.9705921625623686,0.8501756642357684,-0.2418863682324398
open3dsg,open3dsg_ov:full_official_validation:137a8158-1db5-2cc0-8003-31c12610471e_1:2:1:close by,proximity,close by,True,True,True,1.6542596092904178,1.6441278527920304,-0.9987505487134586
vlsat,vlsat_closed_set:full_official_validation:4a9a43d4-7736-2874-87a6-0c3089281af8:4:58:24:close by,proximity,close by,True,True,True,1.692091899639814,1.6782772481200299,-0.13395534814570453
vlsat,vlsat_closed_set:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf:1:76:17:close by,proximity,close by,True,True,True,1.8114859206132734,1.8578204577407726,-0.604723030590601
open3dsg,open3dsg_ov:full_official_validation:43b8cadf-6678-2e38-9920-064144c99406_2:3:16:close by,proximity,close by,True,True,True,1.5882446471163338,1.559383907762596,-0.6057355713487022
sgfn,sgfn_official_full_l160:official_test:1d234022-e280-2b1a-8cec-e9787bb0d7b2:1:22:13:close by,proximity,close by,True,True,True,1.9730018977658974,1.9381077334355867,-0.9093706420706222
vlsat,vlsat_closed_set:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6:5:43:28:close by,proximity,close by,True,True,True,1.362298839699857,1.5512759733721506,-0.7733956929992178
sgfn,sgfn_official_full_l160:official_test:5630cfcf-12bf-2860-8784-83d28a611a83:2:8:22:close by,proximity,close by,True,True,True,1.9976797726122135,1.9804452571455942,-0.8370921848284133
open3dsg,open3dsg_ov:full_official_validation:d7dc987e-a34a-2794-85c8-f75389b27532_1:2:4:close by,proximity,close by,True,True,True,1.9559800164906562,1.9291777282718052,-0.6462098158279024
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_6:36:75:close by,proximity,close by,True,True,True,0.4422735239716893,0.556856502475263,-0.7365719676750246
sgfn,sgfn_official_full_l160:official_test:1d233fe6-e280-2b1a-8caf-eb0d13a59ad6:2:18:11:close by,proximity,close by,True,True,True,1.9077659927944546,1.9305525877169356,-0.24928969208221752
open3dsg,open3dsg_ov:full_official_validation:6bde607d-9162-246f-8f84-98cf7ac2374c_1:7:1:close by,proximity,close by,True,False,True,1.4985045020293457,0.9266998472988676,-0.9995577453788691
open3dsg,open3dsg_ov:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad_2:20:13:close by,proximity,close by,True,True,True,1.9112366926845266,1.7912840841490385,-0.5815856186063157
vlsat,vlsat_closed_set:full_official_validation:fcf66d7b-622d-291c-86b8-7db96aebcee3:2:5:17:close by,proximity,close by,True,True,True,1.6941196020756062,1.8928021281095169,-0.2932803453313262
open3dsg,open3dsg_ov:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6_2:24:20:close by,proximity,close by,True,True,True,1.6639587988984834,1.6136225808586484,-0.6218624313759563
open3dsg,open3dsg_ov:full_official_validation:20c993b7-698f-29c5-847d-c8cb8a685f5a_2:12:2:close by,proximity,close by,True,True,True,1.9193147165023186,1.8951013092372468,-0.27492718953063566
open3dsg,open3dsg_ov:full_official_validation:c7895f7c-339c-2d13-819f-3bb0b26c91f6_2:23:9:close by,proximity,close by,True,True,True,1.9907295630878021,1.9966474535667418,-0.012607535227282413
vlsat,vlsat_closed_set:full_official_validation:8e0f1c28-9e28-2339-8584-ff06ff93c341:1:6:2:close by,proximity,close by,True,True,True,1.7089937801794457,1.5469969973102708,-0.9173748892010798
vlsat,vlsat_closed_set:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:1:7:38:close by,proximity,close by,True,True,True,0.7049348988166089,0.7854867786993696,-0.859915909314312
sgfn,sgfn_official_full_l160:official_test:4731976c-f9f7-2a1a-95cc-31c4d1751d0b:3:7:39:close by,proximity,close by,True,True,True,1.8328508251784172,1.733589779754801,-0.36397127586309264
vlsat,vlsat_closed_set:full_official_validation:4fbad331-465b-2a5d-8488-852fcda9513c:1:26:28:close by,proximity,close by,True,False,True,0.21903140773900703,0.02307902398530487,-0.16734931721633017
vlsat,vlsat_closed_set:full_official_validation:7747a510-9431-24e8-8705-907ee78be2a2:4:18:56:close by,proximity,close by,True,True,True,1.6170395935786894,1.4814661539804597,-0.9565192250737278
sgfn,sgfn_official_full_l160:official_test:c7895f07-339c-2d13-8176-7418b6e8d7ce:6:22:23:close by,proximity,close by,True,True,True,1.9164198246068846,1.917849857163726,-0.5893027986284511
open3dsg,open3dsg_ov:full_official_validation:5630cfd1-12bf-2860-86b2-e7a96bc32c19_2:2:24:close by,proximity,close by,True,True,True,1.7320288474587344,1.7696601479460448,-0.9102276873530286
vlsat,vlsat_closed_set:full_official_validation:4fbad32f-465b-2a5d-8408-146ab1d72808:1:10:28:close by,proximity,close by,True,True,True,1.105370686991341,1.1799684986121612,-0.2608718587898371
open3dsg,open3dsg_ov:full_official_validation:422885c5-192d-25fc-85e6-12a3d65c8e7b_1:2:10:close by,proximity,close by,True,True,True,1.9204679175446626,1.920078966304756,-0.21330204650427587
sgfn,sgfn_official_full_l160:official_test:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1:3:25:46:close by,proximity,close by,True,True,True,1.8361922987806771,1.824007157153533,-0.5800798705790314
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:1:9:6:close by,proximity,close by,True,True,True,1.9602032036624162,1.9774520868662948,-0.9513069365021062
sgfn,sgfn_official_full_l160:official_test:38770ca5-86d7-27b8-871c-57fdbfe87905:3:28:79:close by,proximity,close by,True,True,True,1.9852367726631037,1.9690023602484796,-0.047316158701560425
open3dsg,open3dsg_ov:full_official_validation:4731976c-f9f7-2a1a-95cc-31c4d1751d0b_3:48:39:close by,proximity,close by,True,True,True,1.9839355488509947,1.9827475297658896,-6.857166478480785e-05
open3dsg,open3dsg_ov:full_official_validation:7272e17c-a01b-20f6-8b2f-e659331ae41a_3:4:6:close by,proximity,close by,True,True,True,1.8745240589604883,1.7509970153749448,-0.9598600966690511
open3dsg,open3dsg_ov:full_official_validation:d7d40d50-7a5d-2b36-9446-7d636174329f_1:2:17:close by,proximity,close by,False,True,True,0.872538718386679,0.8492914813212513,-0.9045405447634713
